Fecha,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C25,CB01,CB02,ATP01PT01,ATP01PT02,ATP02PT01,CAR02PT01,JTU01PT32,JTU01PT73,M5021,M5022,M5024,M5025,M5026,M5027,M5028,M5029,M5030,M5031,M5074,M5075,M5076,M5077,M5078,M5124,M5126,M5178,M5179,M5180,M5181,M5261
2018-08-15,,9.026,,,13.327,14.042,16.027,13.298,,4.673,,12.238,4.308,,,,,,,,,,,,,,,,,,,,,5.041,6.011,,,,9.478,3.755,,7.339,,4.347,5.863,,,,4.179,4.556,7.445,,4.499,
2018-08-16,,8.340,,,13.357,14.787,17.388,14.054,,4.254,,10.897,3.871,,,,,,,,,,,,,,,,,,,,,4.427,5.554,,,,9.736,3.729,,6.701,,3.326,5.164,,,,4.042,4.120,6.291,,3.924,
2018-08-17,,9.202,,,13.921,15.038,17.539,15.541,,4.566,,11.333,4.265,,,,,,,,,,,,,,,,,,,,,4.661,6.679,,,,10.119,3.912,,7.200,,3.879,5.027,,,,4.323,,6.620,,4.832,
2018-08-18,,9.527,,,13.743,14.223,16.386,13.756,,5.124,,12.251,4.298,,,,,,,,,,,,,,,,,,,,,5.039,7.443,,,,10.109,4.092,,7.277,,4.160,5.511,,,,4.021,4.821,7.118,,5.105,
2018-08-19,,9.315,,,13.274,14.094,16.726,13.692,,4.136,,11.486,3.407,,,,,,,,,,,,,,,,,,,,,4.223,6.887,,,,9.420,3.211,,6.828,,3.580,4.894,,,,3.748,4.498,6.542,,4.599,
2018-08-20,,9.495,,,13.775,14.468,17.498,15.464,,4.518,,11.174,3.895,,,,,,,,,,,,,,,,,,,,,4.642,6.891,,,,10.141,3.834,,7.120,,4.003,4.880,,,,4.082,5.138,6.774,,5.280,
2018-08-21,,9.122,,,13.974,14.943,17.691,16.146,,4.436,,11.099,3.879,,,,,,,,,,,,,,,,,,,,,4.474,6.541,,,,10.083,3.703,,7.072,,3.837,5.171,,,,3.671,4.347,6.928,,4.608,
2018-08-22,,9.017,,,13.571,14.663,17.236,15.004,,4.294,,12.214,4.028,,,,,,,,,,,,,,,,,,,,,4.218,6.932,,,,9.894,3.545,,6.873,,3.449,4.653,,,,3.663,4.158,6.379,,4.517,
2018-08-23,,,,,,,15.710,,,,,11.247,4.545,,,,,,,,,,,,,,,,,,,,,4.681,7.276,,,,10.030,3.570,,7.279,,4.087,5.235,,,,3.724,4.868,7.326,,5.192,
2018-08-24,,,,,,,17.256,,,,,11.509,3.653,,,,,,,,,,,,,,,,,,,,,5.135,6.782,,,,10.589,3.689,,6.899,,4.258,5.254,,,,3.070,5.050,6.744,,5.269,
2018-08-25,,,,,,,16.998,,,,,11.648,4.084,,,,,,,,,,,,,,,,,,,,,4.490,6.937,,,,9.677,3.438,,6.783,,3.633,4.755,,,,3.592,4.423,6.623,,4.372,
2018-08-26,,,,,,,17.119,,,,,10.627,3.361,,,,,,,,,,,,,,,,,,,,,3.638,6.016,,,,9.102,2.686,,6.198,,2.918,3.777,,,,2.810,3.674,5.239,,3.472,
2018-08-27,,8.808,,,13.261,14.318,15.760,14.901,,4.336,,10.535,4.306,,,,,,,,,,,,,,,,,,,,,4.499,6.577,,,,9.519,,,7.225,,3.681,4.754,,,,4.154,4.070,6.530,,3.950,
2018-08-28,,8.974,,,13.333,14.547,16.601,13.935,,3.636,,10.506,3.212,,,,,,,,,,,,,,,,,,,,,3.602,6.010,,,,7.667,,,6.679,,2.868,3.699,,,,2.732,3.607,5.186,,3.784,
2018-08-29,,9.599,,,13.401,14.250,15.961,15.204,,4.717,,11.730,4.367,,,,,,,,,,,,,,,,,,,,,4.860,7.399,,,,9.748,,,7.459,,4.460,5.581,,,,3.513,4.961,7.334,,5.124,
2018-08-30,,9.495,,,13.373,13.847,16.120,13.547,,4.741,,11.958,4.687,,,,,,,,,,,,,,,,,,,,,5.210,6.659,,,,10.321,3.940,,7.996,,5.293,5.519,,,,3.278,5.171,7.786,,5.343,
2018-08-31,,9.738,,,13.178,14.504,15.917,13.441,,5.326,,11.719,4.769,,,,,,,,,,,,,,,,,,,,,5.436,5.871,,,,10.709,4.118,,7.736,,5.382,6.162,,,,3.705,5.457,7.868,,5.686,
2018-09-01,,9.473,,,13.416,14.249,16.002,13.971,,5.768,,12.885,5.162,,,,,,,,,,,,,,,,,,,,,5.833,6.659,,,,11.190,4.828,,7.742,,5.345,6.864,,,,4.445,5.413,8.219,,5.360,
2018-09-02,,9.343,,,14.023,14.746,16.690,14.374,,5.070,,12.950,4.958,,,,,,,,,,,,,,,,,,,,,5.412,6.423,,,,10.594,4.183,,7.442,,4.535,5.894,,,,4.457,5.150,7.799,,5.311,
2018-09-03,,9.814,,,14.444,15.531,17.369,14.885,,5.232,,12.505,4.947,,,,,,,,,,,,,,,,,,,,,5.767,6.384,,,,10.975,4.590,,7.947,,5.379,6.224,,,,4.737,5.444,8.481,,5.974,
2018-09-04,,8.804,,,13.479,15.153,17.336,14.356,,3.625,,10.841,3.999,,,,,,,,,,,,,,,,,,,,,4.125,4.925,,,,8.173,2.298,,6.891,,3.627,4.060,,,,2.330,3.568,6.078,,3.226,
2018-09-05,,8.244,,,13.520,14.763,16.536,14.913,,3.487,,11.810,3.503,,,,,,,,,,,,,,,,,,,,,3.881,5.066,,,,8.349,2.085,,6.019,,3.611,4.231,,,,2.190,3.794,5.776,,3.815,
2018-09-06,,8.998,,,12.558,13.168,15.484,12.972,,4.073,,11.171,4.354,,,,,,,,,,,,,,,,,,,,,5.950,,,,,8.959,,,7.553,,4.602,6.183,,,,2.501,4.835,6.777,,5.198,
2018-09-07,,8.860,,,11.614,12.834,15.229,12.635,,2.813,,9.913,3.362,,,,,,,,,,,,,,,,,,,,,5.970,,,,,9.366,,,7.707,,4.255,6.742,,,,2.169,4.635,6.140,,4.636,
2018-09-08,,8.820,,,13.640,15.256,17.536,13.955,,4.334,,11.123,3.977,,,,,,,,,,,,,,,,,,,,,4.157,4.935,,,,9.889,,,6.772,,3.341,5.063,,,,3.478,4.274,5.717,,4.040,
2018-09-09,,8.935,,,14.072,15.336,17.656,14.637,,4.310,,11.860,3.920,,,,,,,,,,,,,,,,,,,,,4.235,5.155,,,,9.790,,,6.566,,3.771,5.162,,,,3.328,4.106,6.792,,4.079,
2018-09-10,,9.116,,,13.616,14.863,17.521,15.205,,4.354,,11.317,3.936,,,,,,,,,,,,,,,,,,,,,4.206,4.760,,,,9.462,,,6.901,,3.968,5.021,,,,3.712,4.009,6.731,,3.996,
2018-09-11,,8.543,,,12.795,14.116,16.437,13.273,,4.952,,11.891,4.807,,,,,,,,,,,,,,,,,,,,,4.981,5.610,,,,9.147,3.232,,7.416,,4.236,5.130,,,,3.824,3.924,7.214,,3.629,
2018-09-12,,8.810,,,12.196,13.315,15.144,12.962,,4.411,,12.118,4.411,,,,,,,,,,,,,,,,,,,,,5.477,5.809,,,,9.531,3.276,,7.645,,4.931,5.577,,,,3.367,4.013,6.817,,4.252,
2018-09-13,,8.928,,,11.969,12.970,15.087,12.300,,4.619,,11.942,4.481,,,,,,,,,,,,,,,,,,,,,6.251,6.109,,,,8.765,3.765,,7.262,,4.990,6.312,,,,3.433,4.340,7.681,,4.361,
2018-09-14,,6.366,,,10.044,11.649,13.092,10.734,,2.992,,10.342,3.350,,,,,,,,,,,,,,,,,,,,,4.985,4.803,,,,6.862,2.739,,5.496,,3.430,4.945,,,,1.670,2.969,5.103,,2.865,
2018-09-15,,7.240,,,11.067,12.945,14.815,12.390,,4.685,,12.520,4.814,,,,,,,,,,,,,,,,,,,,,6.267,6.056,,,,7.886,3.484,,6.117,,4.677,5.406,,,,3.350,3.625,6.419,,3.712,
2018-09-16,,7.398,,,11.160,12.103,14.652,11.613,,4.642,,11.557,4.726,,,,,,,,,,,,,,,,,,,,,6.085,5.335,,,,7.312,3.451,,6.539,,4.795,5.371,,,,3.326,3.779,6.208,,3.689,
2018-09-17,,9.298,,,12.833,13.556,15.869,12.948,,4.746,,12.085,4.944,,,,,,,,,,,,,,,,,,,,,6.186,6.297,,,,9.799,4.909,,8.520,,6.039,6.782,,,,3.424,4.970,7.900,,4.869,
2018-09-18,,9.035,,,13.065,14.188,16.786,13.795,,3.805,,11.538,3.800,,,,,,,,,,,,,,,,,,,,,5.263,5.945,,,,10.068,3.700,,7.536,,4.756,6.935,,,,2.821,,6.845,,5.287,
2018-09-19,,9.741,,,13.796,14.712,17.231,14.388,,5.520,,11.281,4.269,,,,,,,,,,,,,,,,,,,,,5.353,5.937,,,,10.779,3.842,,7.740,,5.122,6.729,,,,3.404,,7.414,,5.295,
2018-09-20,,9.615,,,14.088,15.357,18.120,15.456,,4.582,,12.035,4.387,,,,,,,,,,,,,,,,,,,,,4.809,5.975,,,,9.970,3.049,,7.108,,4.291,5.165,,,,4.019,4.783,7.145,,4.455,
2018-09-21,,9.289,,,13.147,14.398,16.583,14.178,,4.433,,11.107,4.051,,,,,,,,,,,,,,,,,,,,,4.586,5.281,,,,9.875,2.902,,6.758,,4.199,4.998,,,,3.901,4.477,6.740,,4.248,
2018-09-22,,9.318,,,13.606,14.444,16.873,14.001,,4.279,,11.589,4.244,,,,,,,,,,,,,,,,,,,,,4.760,5.395,,,,9.998,3.520,,7.438,,4.158,5.548,,,,3.517,5.573,6.785,,5.612,
2018-09-23,,9.489,,,13.656,14.001,16.085,14.428,,5.139,,12.078,4.566,,,,,,,,,,,,,,,,,,,,,5.391,6.290,,,,10.178,3.655,,7.387,,4.993,6.190,,,,3.837,5.301,7.932,,6.025,
2018-09-24,,10.110,,,14.425,15.196,17.343,15.475,,5.123,,12.002,4.729,,,,,,,,,,,,,,,,,,,,,5.126,5.805,,,,10.130,3.602,,7.556,,4.750,6.188,,,,4.473,5.142,8.014,,5.474,
2018-09-25,,10.200,,,13.843,14.519,16.932,15.310,,5.259,,12.220,5.236,,,,,,,,,,,,,,,,,,,,,5.865,6.267,,,,10.441,3.980,,8.000,,5.424,6.176,,,,4.566,5.979,8.278,,6.636,
2018-09-26,,9.476,,,13.307,14.404,16.214,13.513,,5.999,,12.902,5.397,,,,,,,,,,,,,,,,,,,,,6.700,6.910,,,,9.949,4.318,,7.966,,5.762,6.833,,,,4.437,5.209,8.891,,5.419,
2018-09-27,,9.138,,,12.954,14.470,16.276,13.593,,5.483,,13.267,5.108,,,,,,,,,,,,,,,,,,,,,6.498,6.657,,,,9.398,4.481,,8.646,,5.889,6.834,,,,3.581,5.335,8.704,,5.337,
2018-09-28,,10.066,,,13.686,14.639,16.873,14.021,,5.669,,12.267,5.121,,,,,,,,,,,,,,,,,,,,,7.053,7.359,,,,10.535,4.961,,9.023,,6.337,8.194,,,,3.105,6.690,8.796,,7.361,
2018-09-29,,10.650,,,13.745,14.627,16.354,14.162,,5.513,,13.277,6.365,,,,,,,,,,,,,,,,,,,,,8.600,8.027,,,,11.743,4.938,,10.025,,7.276,7.411,,,,2.906,6.460,9.268,,6.920,
2018-09-30,,10.837,,,13.751,14.689,16.197,14.836,,6.805,,14.384,6.652,,,,,,,,,,,,,,,,,,,,,8.864,7.761,,,,12.123,6.317,,11.052,,7.959,8.142,,,,5.198,6.364,9.896,,7.136,
2018-10-01,,10.702,,,13.613,14.468,16.190,14.471,,5.151,,14.124,6.064,,,,,,,,,,,,,,,,,,,,,8.988,7.566,,,,11.576,6.012,,10.597,,7.909,7.572,,,,4.342,6.505,9.537,,7.314,
2018-10-02,,9.911,,,13.297,14.698,16.241,14.242,,4.562,,13.707,5.275,,,,,,,,,,,,,,,,,,,,,7.663,6.953,,,,10.323,4.347,,9.571,,6.054,6.286,,,,3.276,5.452,7.216,,5.500,
2018-10-03,,9.650,,,13.779,14.750,17.003,13.706,,5.729,,13.605,6.330,,,,,,,,,,,,,,,,,,,,,7.562,7.479,,,,9.617,4.774,,8.650,,6.271,6.685,,,,4.758,5.335,8.221,,5.565,
2018-10-04,,9.356,,,13.176,14.129,16.338,13.482,,6.049,,13.303,5.619,,,,,,,,,,,,,,,,,,,,,6.792,7.200,,,,9.233,4.501,,8.188,,5.598,6.651,,,,4.265,5.343,7.987,,5.778,
2018-10-05,,9.383,,,12.526,13.528,15.617,12.916,,5.865,,13.064,5.657,,,,,,,,,,,,,,,,,,,,,6.343,7.075,,,,8.950,4.514,,8.486,,5.866,6.441,,,,4.237,5.665,8.408,,6.375,
2018-10-06,,9.144,,,12.179,12.544,15.334,11.789,,5.357,,12.527,5.656,,,,,,,,,,,,,,,,,,,,,7.289,6.880,,,,8.226,4.143,,7.366,,5.387,6.102,,,,4.320,4.495,7.730,,5.189,
2018-10-07,,8.771,,,12.347,13.792,15.865,13.069,,6.724,,13.427,6.524,,,,,,,,,,,,,,,,,,,,,7.595,7.785,,,,9.259,4.760,,7.997,,6.033,6.813,,,,5.017,5.033,8.793,,5.612,
2018-10-08,,7.864,,,11.465,12.973,15.217,12.353,,5.237,,13.464,5.353,,,,,,,,,,,,,,,,,,,,,6.752,6.385,,,,7.883,3.877,,6.550,,4.812,6.035,,,,3.876,4.240,6.893,,4.573,
2018-10-09,,7.483,,,10.934,12.654,15.366,11.968,,5.758,,14.064,6.227,,,,,,,,,,,,,,,,,,,,,7.606,7.302,,,,7.550,4.008,,5.881,,4.855,5.556,,,,4.442,4.146,6.894,,4.908,
2018-10-10,,7.393,,,11.308,13.250,15.676,13.114,,5.625,,13.166,5.979,,,,,,,,,,,,,,,,,,,,,7.031,7.306,,,,7.867,3.438,,6.050,,4.095,5.267,,,,4.068,3.608,6.767,,4.261,
2018-10-11,,7.481,,,11.578,13.489,15.260,13.020,,,,13.427,6.327,,,,,,,,,,,,,,,,,,,,,7.596,7.346,,,,7.827,2.991,,6.557,,4.242,5.454,,,,4.103,3.890,6.727,,4.813,
2018-10-12,,7.770,,,11.274,12.744,14.924,12.639,,,,12.738,5.482,,,,,,,,,,,,,,,,,,,,,8.054,6.118,,,,8.129,3.281,,6.901,,4.588,6.495,,,,4.088,3.440,6.098,,5.488,
2018-10-13,,7.246,,,11.078,12.694,14.282,12.214,,,,13.000,5.302,,,,,,,,,,,,,,,,,,,,,6.895,6.664,,,,8.151,3.954,,6.734,,4.947,6.481,,,,4.239,4.160,6.424,,4.324,
2018-10-14,,9.078,,,12.822,14.213,16.354,14.062,,,,13.218,6.087,,,,,,,,,,,,,,,,,,,,,7.139,7.144,,,,9.860,4.554,,8.055,,5.602,6.422,,,,4.447,5.701,7.727,,6.088,
2018-10-15,,10.641,,,13.532,14.218,16.113,14.016,,,,13.891,6.371,,,,,,,,,,,,,,,,,,,,,8.198,7.443,,,,11.121,5.150,,9.209,,6.729,8.011,,,,4.068,6.827,9.444,,7.408,
2018-10-16,,9.194,,,12.773,14.313,15.541,14.481,,,,13.403,5.957,,,,,,,,,,,,,,,,,,,,,7.210,7.497,,,,10.075,4.924,,8.676,,6.224,6.921,,,,4.221,6.262,8.736,,6.485,
2018-10-17,,9.170,,,12.667,13.942,15.374,12.951,,,,13.061,5.558,,,,,,,,,,,,,,,,,,,,,6.909,6.925,,,,8.884,4.380,,8.011,,5.704,6.769,,,,3.782,5.774,8.739,,6.628,
2018-10-18,,8.543,,,12.030,13.563,16.090,12.527,,,,13.138,5.654,,,,,,,,,,,,,,,,,,,,,7.906,7.156,,,,8.574,4.961,,7.528,,5.990,6.898,,,,3.740,5.436,7.960,,5.894,
2018-10-19,,9.548,,,12.875,14.007,16.126,13.882,,,,14.216,6.589,,,,,,,,,,,,,,,,,,,,,9.080,7.477,,,,9.588,4.869,,8.443,,6.386,6.598,,,,4.503,5.650,8.155,,6.662,
2018-10-20,,8.937,,,12.739,14.894,16.201,14.299,,,,13.039,6.628,,,,,,,,,,,,,,,,,,,,,8.193,7.088,,,,9.408,4.766,,7.687,,6.033,6.156,,,,4.587,4.627,8.108,,5.175,
2018-10-21,,8.295,,,12.598,14.927,16.174,14.507,,,,13.869,6.856,,,,,,,,,,,,,,,,,,,,,9.035,7.185,,,,9.556,4.363,,7.789,,5.574,7.132,,,,4.610,4.186,8.184,,5.248,
2018-10-22,,8.054,,,11.774,13.573,15.390,13.483,,,,13.446,7.164,,,,,,,,,,,,,,,,,,,,,9.216,7.839,,,,9.814,4.202,,7.675,,5.689,7.668,,,,5.269,4.284,7.166,,5.183,
2018-10-23,,8.311,,,12.694,13.366,15.043,13.366,,,,13.645,6.971,,,,,,,,,,,,,,,,,,,,,9.240,7.371,,,,9.340,4.513,,7.829,,5.521,,,,,4.600,4.701,6.872,,6.356,
2018-10-24,,9.472,,,,13.477,14.940,13.456,,,,13.559,6.815,,,,,,,,,,,,,,,,,,,,,9.900,9.566,,,,9.763,5.765,,8.812,,7.299,9.042,,,,4.610,5.187,6.459,,6.598,
2018-10-25,,10.188,,,,13.766,15.365,13.650,,,,13.855,6.624,,,,,,,,,,,,,,,,,,,,,8.192,7.691,,,,9.834,5.208,,8.474,,7.124,7.085,,,,4.713,6.173,8.718,,6.927,
2018-10-26,,9.835,,,,15.305,16.590,13.654,,6.229,,13.311,6.076,,,,,,,,,,,,,,,,,,,,,7.489,7.616,,,,9.502,4.852,,8.914,,6.785,6.626,,,,4.381,6.037,9.132,,6.273,
2018-10-27,,9.145,,,13.053,14.493,16.244,13.813,,6.252,,12.178,5.207,,,,,,,,,,,,,,,,,,,,,6.449,6.692,,,,9.769,4.265,,8.655,,5.841,6.835,,,,4.899,5.499,8.663,,4.622,
2018-10-28,,9.454,,,13.052,14.647,16.818,14.152,,6.335,,12.998,5.600,,,,,,,,,,,,,,,,,,,,,6.336,6.717,,,,10.765,4.874,,8.649,,6.026,7.378,,,,4.638,5.685,8.588,,5.302,
2018-10-29,,9.269,,,12.806,14.022,16.024,13.201,,5.779,,12.299,4.733,,,,,,,,,,,,,,,,,,,,,6.183,6.381,,,,9.509,4.456,,8.455,,5.838,6.445,,,,3.673,5.973,8.037,,5.844,
2018-10-30,,9.683,,,13.336,14.193,16.090,14.598,,6.655,,13.458,5.930,,,,,,,,,,,,,,,,,,,,,7.557,7.424,,,,9.934,4.995,,8.109,,5.961,7.628,,,,4.463,5.659,8.814,,6.626,
2018-10-31,,9.193,,,12.868,14.361,16.276,13.379,,6.518,,12.816,5.824,,,,,,,,,,,,,,,,,,,,,6.941,7.032,,,,9.403,4.937,,8.794,5.782,6.310,7.311,,,,5.040,5.902,8.763,,5.804,
2018-11-01,,8.591,,,12.295,13.407,15.661,12.810,,4.868,,11.299,4.158,,,,,,,,,,,,,,,,,,,,,5.196,5.655,,,,8.860,3.465,,7.458,4.839,5.008,6.254,,,,3.174,5.110,7.362,,4.408,
2018-11-02,,9.348,,,12.263,13.133,15.140,12.673,,5.462,,12.021,5.225,,,,,,,,,,,,,,,,,,,,,7.275,7.905,,,,8.915,4.266,,8.017,5.415,5.994,6.261,,,,3.900,5.316,8.056,,5.556,
2018-11-03,,7.944,,,11.104,13.399,15.724,12.884,,6.044,,13.053,6.062,,,,,,,,,,,,,,,,,,,,,7.198,7.022,,,,8.529,4.139,,6.645,5.063,5.154,6.398,,,,4.338,4.585,7.551,,5.155,
2018-11-04,,7.556,,,10.980,12.923,14.646,12.507,,6.085,,13.596,6.305,,,,,,,,,,,,,,,,,,,,,7.681,7.189,,,,8.024,3.951,,6.250,4.410,4.891,6.089,,,,4.341,4.303,7.703,,3.964,
2018-11-05,,7.144,,,10.714,13.042,14.578,12.821,,5.690,,12.198,6.098,,,,,,,,,,,,,,,,,,,,,6.647,7.089,,,,8.227,3.432,,5.781,3.769,4.189,5.724,,,,3.969,3.722,6.657,,4.072,
2018-11-06,,8.880,,,12.431,14.599,15.950,13.714,,6.094,,13.416,6.185,,,,,,,,,,,,,,,,,,,,,7.644,6.970,,,,9.333,4.602,,7.618,5.087,5.548,6.627,,,,3.993,4.244,7.054,,4.867,
2018-11-07,,10.353,,,13.626,15.299,16.714,14.762,,7.069,,14.586,6.942,,,,,,,,,,,,,,,,,,,,,8.557,7.941,,,,10.308,5.549,,9.257,6.823,7.080,7.830,,,,5.636,6.545,9.356,,7.758,
2018-11-08,,9.656,,,13.194,14.640,16.918,14.668,,7.058,,12.871,6.216,,,,,,,,,,,,,,,,,,,,,7.468,7.531,,,,9.834,4.681,,9.238,6.210,6.594,7.660,,,,5.985,6.036,9.303,,6.461,
2018-11-09,,9.010,,,12.255,14.145,15.860,13.635,,,,13.523,6.155,,,,,,,,,,,,,,,,,,,,,7.776,7.923,,,,9.108,4.976,,7.950,5.720,5.887,7.412,,,,5.514,5.615,8.561,,5.539,
2018-11-10,,9.065,,,12.219,13.999,16.132,13.500,,,,13.731,6.291,,,,,,,,,,,,,,,,,,,,,7.692,7.949,,,,8.995,5.160,,7.692,5.792,5.957,6.882,,,,5.313,5.497,8.326,,5.950,
2018-11-11,,9.941,,,12.946,14.887,16.569,14.480,,,,13.311,6.379,,,,,,,,,,,,,,,,,,,,,7.918,7.813,,,,9.777,5.413,,8.418,6.513,6.442,6.649,,,,4.760,6.040,8.781,,6.400,
2018-11-12,,9.192,,,12.603,14.406,16.536,13.530,,,,13.795,5.826,,,,,,,,,,,,,,,,,,,,,7.266,7.610,,,,9.838,5.255,,8.873,6.130,6.461,7.310,,,,5.050,5.996,9.157,,5.705,
2018-11-13,,9.930,,,13.157,14.875,16.446,14.393,,,,13.620,5.563,,,,,,,,,,,,,,,,,,,,,7.676,7.060,,,,9.961,5.416,,8.663,6.207,6.447,6.809,,,,4.763,6.491,8.293,,6.476,
2018-11-14,,8.984,,,12.470,14.087,16.050,13.860,,,,14.177,6.293,,,,,,,,,,,,,,,,,,,,,8.389,8.135,,,,9.188,4.383,,7.187,5.272,5.776,6.503,,,,4.236,,8.046,,5.588,
2018-11-15,,9.411,,,12.789,14.488,16.558,14.385,,,,14.846,6.782,,,,,,,,,,,,,,,,,,,,,8.099,8.600,,,,9.663,5.310,,8.139,6.123,6.375,7.115,,,,4.765,,8.435,,5.901,
2018-11-16,,8.828,,,12.994,14.479,16.711,13.711,,,,13.982,6.411,,,,,,,,,,,,,,,,,,,,,7.650,8.195,,,,9.564,5.393,,8.504,5.855,6.388,7.349,,,,5.272,,8.774,,5.432,
2018-11-17,,9.671,,,12.508,14.212,16.443,13.473,,,,14.272,6.538,,,,,,,,,,,,,,,,,,,,,8.002,8.136,,,,9.329,4.970,,8.619,6.265,6.525,6.904,,,,5.231,,9.108,,5.921,
2018-11-18,,10.048,,,12.025,12.749,15.462,12.636,,,,14.818,6.165,,,,,,,,,,,,,,,,,,,,,7.876,7.977,,,,9.672,4.993,,8.437,6.407,6.329,6.626,,,,4.870,,8.243,,5.593,
2018-11-19,,9.823,,,12.612,14.819,16.048,14.033,,,,14.434,6.954,,,,,,,,,,,,,,,,,,,,,8.194,7.808,,,,10.124,5.495,,9.297,6.475,6.931,7.470,,,,5.941,,9.025,,5.865,
2018-11-20,,9.567,,,13.034,14.722,16.280,14.456,,,,13.781,6.436,,,,,,,,,,,,,,,,,,,,,7.980,7.127,,,,10.359,5.553,,8.559,6.184,6.535,6.665,,,,4.522,,7.581,,5.023,
2018-11-21,,9.064,,,12.123,13.335,15.866,13.116,,,,14.158,6.497,6.166,,,,,,,,,,,,,,,,,,,,8.007,7.922,,,,9.489,4.983,,7.523,5.515,5.744,7.054,,,,4.697,,7.755,,4.308,
2018-11-22,,9.107,,,12.346,14.262,16.308,13.740,,,,13.834,6.679,6.740,,,,,,,,,,,,,,,,,,,,7.946,7.460,,,,9.367,5.234,,7.423,5.437,5.839,6.799,,,,5.048,,7.117,,5.607,
2018-11-23,,9.359,,,12.744,15.250,16.601,14.517,,,,14.192,7.161,6.688,,,,,,,,,,,,,,,,,,,,8.307,8.407,,,,10.064,5.349,,7.999,5.678,6.018,7.542,,,,5.683,,8.446,,5.890,
2018-11-24,5.665,9.219,,,12.814,14.799,16.240,14.332,,,9.157,13.381,6.340,6.454,,,,,,,,,,,,,,,,,,,,8.073,7.150,,,,10.277,5.864,,8.703,6.093,6.792,6.997,,,,4.097,,7.872,,5.321,
2018-11-25,6.584,9.884,,,13.211,15.116,16.979,14.144,,,9.623,13.599,6.662,7.063,,,,,,,,,,,,,,,,,,,,7.847,8.031,,,,9.788,5.295,,8.895,6.432,6.827,7.565,,,,4.949,,8.959,,6.585,
2018-11-26,6.358,8.161,,,11.440,13.330,14.970,12.403,,,7.794,13.726,6.362,6.680,,,,,,,,,,,,,,,,,,,,7.456,7.483,,,,8.470,3.999,,6.812,5.021,5.032,6.018,,,,4.647,,7.229,,4.834,
2018-11-27,5.736,6.852,,,10.637,12.663,14.323,12.292,,,7.785,13.838,6.057,5.651,,,,,,,,,,,,,,,,,,,,7.183,7.556,,,,7.923,3.044,,6.267,3.598,4.009,5.379,,,,4.365,,6.384,,4.460,
2018-11-28,6.672,8.181,,,12.040,14.178,15.498,13.257,,,8.326,14.180,6.792,5.491,,,,,,,,,,,,,,,,,,,,7.967,7.171,,,,9.120,4.419,,8.835,4.997,5.562,6.365,,,,5.462,,6.979,,4.980,
2018-11-29,7.002,9.017,,,11.524,13.239,14.954,12.808,,,,13.829,7.255,6.539,,,,,,,,,,,,,,,,,,,,8.407,8.176,,,,9.518,5.436,,8.148,6.197,6.342,6.885,,,,6.170,,7.921,,6.439,
2018-11-30,6.139,7.468,,,10.465,12.157,14.141,11.987,,,,13.234,5.909,5.768,,,,,,,,,,,,,,,,,,,,6.844,6.994,,,,7.990,3.739,,6.207,4.339,4.662,5.754,,,,4.518,,6.715,,4.176,
2018-12-01,6.742,7.978,,,10.879,13.857,15.545,13.270,,,,14.236,6.724,6.189,,,,,,,,,,,,,,,,,,,,8.264,8.169,,,,9.063,4.438,,7.496,4.644,5.257,6.640,,,,5.968,,7.737,,5.609,
2018-12-02,6.378,8.316,,,11.714,13.764,15.867,13.275,,,,14.426,6.400,5.507,,,,,,,,,,,,,,,,,,,,8.224,7.550,,,,8.878,3.980,,7.428,4.720,5.079,5.826,,,,4.504,,6.270,,4.789,
2018-12-03,5.677,8.093,,,11.428,13.155,15.245,12.804,,,,13.529,5.227,5.780,,,,,,,,,,,,,,,,,,,,6.331,6.490,,,,8.209,3.602,,7.119,4.211,4.613,5.859,,,,3.548,,6.405,,4.001,
2018-12-04,6.274,8.625,,,11.214,12.969,14.860,12.184,,,,12.387,6.442,5.500,,,,,,,,,,,,,,,,,,,,7.492,6.680,,,,6.978,3.773,,6.302,4.233,4.815,6.188,,,,4.747,,6.356,,4.172,
2018-12-05,5.698,7.675,,,11.113,13.496,15.018,12.219,,,,13.477,5.891,5.218,,,,,,,,,,,,,,,,,,,,7.225,6.602,,,,8.260,3.285,,6.297,3.303,4.468,5.430,,,,4.080,,6.036,,2.908,
2018-12-06,5.632,8.430,,,11.593,13.737,15.549,12.281,,,,13.093,5.357,5.641,,,,,,,,,,,,,,,,,,,,7.187,6.661,,,,8.328,3.775,,7.168,4.459,5.077,5.853,,,,3.807,,7.058,,4.349,
2018-12-07,5.538,8.518,,,12.230,13.729,15.920,13.241,,,,12.052,4.985,5.778,,,,,,,,,,,,,,,,,,,,6.853,6.396,,,,8.644,4.117,,7.228,4.874,4.937,6.422,,,,4.516,,7.570,,5.401,
2018-12-08,4.565,8.796,,,12.091,13.348,15.741,12.822,,,,11.667,4.976,5.695,,,,,,,,,,,,,,,,,,,,5.884,6.136,,,,8.775,3.975,,7.428,4.788,4.831,5.916,,,,4.459,,7.543,,4.447,
2018-12-09,5.605,9.482,,,13.399,14.366,16.788,13.679,,,,12.660,5.073,7.015,,,,,,,,,,,,,,,,,,,,5.830,6.672,,,,10.483,4.463,,7.952,4.749,5.351,6.704,,,,5.435,,8.308,,5.757,
