Fecha,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C25,CB01,CB02,ATP01PT01,ATP01PT02,ATP02PT01,CAR02PT01,JTU01PT32,JTU01PT73,M5021,M5022,M5024,M5025,M5026,M5027,M5028,M5029,M5030,M5031,M5074,M5075,M5076,M5077,M5078,M5124,M5126,M5178,M5179,M5180,M5181,M5261
2012-12-10,4.986,8.713,,10.242,13.876,,,13.640,,,10.707,11.640,,,,,,,,,,,,,,,,,,,,,4.647,6.075,7.056,4.031,7.435,7.366,10.203,4.370,11.638,8.003,,4.183,,,,,,,,,,
2012-12-11,6.599,9.374,,10.854,14.189,,,14.414,,,9.782,13.086,,,,,,,,,,,,,,,,,,,,,4.974,7.042,7.835,4.748,8.215,7.896,9.365,5.342,12.876,8.420,,5.202,,,,,,,,,,
2012-12-12,5.978,,,9.640,12.924,,,13.235,,,9.142,12.499,,,,,,,,,,,,,,,,,,,,,5.575,7.884,7.482,5.122,7.579,8.457,8.677,5.053,12.094,8.293,,5.491,,,,,,,,,,
2012-12-13,6.563,,,,11.362,,,12.873,,,8.672,12.441,,,,,,,,,,,,,,,,,,,,,5.973,7.784,8.315,5.407,7.012,6.487,7.945,3.917,11.338,,,4.358,,,,,,,,,,
2012-12-14,6.926,,,,11.857,,,13.233,,,8.917,13.408,,,,,,,,,,,,,,,,,,,,,6.982,8.767,8.891,6.062,7.346,7.423,8.362,3.996,12.128,,,4.472,,,,,,,,,,
2012-12-15,5.859,,,,12.639,,,13.040,,,7.660,12.838,,,,,,,,,,,,,,,,,,,,,7.076,8.641,9.074,6.588,6.189,8.058,8.493,3.921,12.174,,,4.682,,,,,,,,,,
2012-12-16,5.726,,,,12.553,,,12.383,,,7.251,12.183,,,,,,,,,,,,,,,,,,,,,5.927,8.868,6.832,6.147,5.719,7.301,8.088,3.996,11.180,8.102,,4.955,,,,,,,,,,
2012-12-17,4.927,8.517,,8.744,12.135,13.014,,12.738,,,7.705,12.364,,,,,,,,,,,,,,,,,,,,,5.309,9.169,6.778,5.930,6.479,6.911,8.171,4.820,11.882,8.497,,5.704,,,,,,,,,,
2012-12-18,5.699,8.328,,8.613,11.747,12.704,,12.527,,,7.907,13.504,,,,,,,,,,,,,,,,,,,,,6.429,9.243,8.334,5.889,7.151,6.522,8.258,4.290,12.172,8.487,,5.251,,,,,,,,,,
2012-12-19,5.770,8.239,,9.155,12.207,12.817,,12.821,,,8.615,12.800,,,,,,,,,,,,,,,,,,,,,5.619,8.063,8.256,5.034,6.714,6.799,8.209,4.110,11.275,7.649,,4.806,,,,,,,,,,
2012-12-20,5.449,8.730,,9.574,12.675,12.881,,13.281,,,8.951,13.220,,,,,,,,,,,,,,,,,,,,,5.472,8.062,7.919,4.573,7.093,7.429,8.977,4.426,11.541,8.590,,5.021,,,,,,,,,,
2012-12-21,5.960,8.621,,9.585,12.794,13.057,,13.134,,,8.485,13.160,,,,,,,,,,,,,,,,,,,,,6.351,8.365,8.072,5.050,7.269,7.262,8.644,4.365,11.390,8.374,,5.269,,,,,,,,,,
2012-12-22,5.742,8.028,,9.335,12.476,13.117,,12.950,,,8.233,12.161,,,,,,,,,,,,,,,,,,,,,4.702,7.081,7.361,4.217,6.939,6.795,7.994,4.330,11.065,8.078,,4.833,,,,,,,,,,
2012-12-23,5.754,9.574,,10.374,14.165,14.183,,14.111,,,9.608,12.087,,,,,,,,,,,,,,,,,,,,,5.339,6.777,7.813,4.328,7.709,7.474,10.377,4.562,13.701,8.816,,4.962,,,,,,,,,,
2012-12-24,5.495,9.236,,10.123,13.320,13.264,,13.232,,,9.193,12.214,,,,,,,,,,,,,,,,,,,,,5.862,7.545,7.734,5.069,7.893,7.533,9.082,5.105,12.199,8.489,,5.949,,,,,,,,,,
2012-12-25,6.410,9.158,,9.995,13.018,13.352,,13.214,,6.213,8.207,12.808,,,,,,,,,,,,,,,,,,,,,6.690,8.107,8.649,5.921,7.223,7.814,8.786,5.400,11.743,8.725,,5.976,,,,,,,,,,
2012-12-26,6.532,8.840,,9.823,13.574,13.645,,14.126,,5.972,9.908,12.875,,,,,,,,,,,,,,,,,,,,,5.500,8.070,8.211,4.905,8.333,7.735,10.026,5.172,14.223,8.451,,5.235,,,,,,,,,,
2012-12-27,5.438,8.981,,10.057,14.189,14.225,,13.803,,5.348,10.911,12.301,,,,,,,,,,,,,,,,,,,,,4.900,6.916,7.202,4.014,8.204,7.539,10.558,4.825,13.561,8.398,,4.395,,,,,,,,,,
2012-12-28,5.026,8.725,,10.097,14.295,13.967,,13.804,,4.974,11.175,11.922,,,,,,,,,,,,,,,,,,,,,4.492,6.194,7.088,3.817,7.544,7.495,10.741,4.414,14.084,8.268,,4.356,,,,,,,,,,
2012-12-29,6.007,9.858,,10.551,14.317,14.158,,14.001,,5.970,11.664,12.859,,,,,,,,,,,,,,,,,,,,,5.403,7.025,7.889,4.759,8.937,8.606,11.280,5.303,14.747,8.709,,5.338,,,,,,,,,,
2012-12-30,5.698,9.076,,10.645,13.596,13.637,,13.971,,5.307,10.017,11.800,,,,,,,,,,,,,,,,,,,,,4.864,6.647,7.469,4.242,8.081,7.834,10.204,5.002,12.669,8.109,,4.841,,,,,,,,,,
2012-12-31,,,,,,,,,,,8.453,10.738,,,,,,,,,,,,,,,,,,,,,3.650,5.669,5.960,3.091,6.977,6.622,8.520,3.466,11.702,7.199,,3.356,,,,,,,,,,
2013-01-01,4.323,6.980,,9.095,13.340,13.807,,13.015,,3.918,9.264,10.587,,,,,,,,,,,,,,,,,,,,,3.507,5.130,5.327,2.877,6.466,5.854,8.983,3.156,10.713,6.976,,2.776,,,,,,,,,,
2013-01-02,4.734,7.820,,9.647,13.385,13.928,,13.188,,4.413,9.315,10.209,,,,,,,,,,,,,,,,,,,,,3.877,5.445,5.746,3.303,7.195,7.007,9.596,3.740,11.389,7.121,,3.381,,,,,,,,,,
2013-01-03,5.116,8.211,,10.308,14.069,14.277,,13.988,,4.971,9.850,10.894,,,,,,,,,,,,,,,,,,,,,4.422,5.940,6.074,3.870,7.103,7.169,9.543,4.314,11.488,7.610,,3.815,,,,,,,,,,
2013-01-04,5.418,8.611,,10.469,14.319,14.579,,14.222,,5.525,10.637,11.941,,,,,,,,,,,,,,,,,,,,,5.248,6.540,7.117,4.460,7.907,7.762,,4.706,12.675,8.559,,4.555,,,,,,,,,,
2013-01-05,6.025,9.673,,11.351,14.578,14.480,,14.238,,5.673,11.011,12.024,,,,,,,,,,,,,,,,,,,,,5.655,7.028,7.751,4.878,8.779,8.358,,4.786,12.977,9.012,,5.136,,,,,,,,,,
2013-01-06,5.936,10.054,,11.276,15.038,14.870,,14.591,,5.734,11.376,12.260,,,,,,,,,,,,,,,,,,,,,5.655,7.191,7.700,4.909,8.604,8.371,,5.121,13.981,8.879,,5.545,,,,,,,,,,
2013-01-07,6.024,9.096,,10.561,14.254,14.998,,15.036,,5.863,10.809,12.130,,,,,,,,,,,,,,,,,,,,,5.222,7.267,7.779,5.101,8.439,8.233,,5.394,15.119,8.946,,5.526,,,,,,,,,,
2013-01-08,5.481,9.613,,9.796,14.994,15.227,,15.249,,4.645,10.191,11.779,,,,,,,,,,,,,,,,,,,,,4.249,6.091,6.707,3.914,7.698,8.132,,4.256,13.734,7.686,,4.212,,,,,,,,,,
2013-01-09,5.210,9.455,,10.611,15.218,15.584,,15.151,,4.949,11.269,11.576,,,,,,,,,,,,,,,,,,,,,,6.140,6.639,4.059,7.977,7.785,10.914,4.340,13.930,8.205,,4.197,,,,,,,,,,
2013-01-10,5.627,9.524,,10.996,15.132,15.593,,15.219,,5.590,11.849,12.017,,,,,,,,,,,,,,,,,,,,,,6.852,7.199,4.684,8.736,8.459,11.811,5.023,14.385,8.770,,5.284,,,,,,,,,,
2013-01-11,6.870,10.656,,11.449,14.428,14.813,,14.168,,6.667,10.694,13.145,,,,,,,,,,,,,,,,,,,,,,8.762,9.029,,9.246,9.190,11.214,5.871,14.025,9.706,,6.612,,,,,,,,,,
2013-01-12,6.618,8.828,,9.873,13.673,14.676,,14.070,,6.518,9.784,14.368,,,,,,,,,,,,,,,,,,,,,,10.226,9.874,,8.182,9.224,9.926,5.313,13.003,9.019,,6.008,,,,,,,,,,
2013-01-13,6.829,9.177,,10.285,13.155,14.111,,14.105,,6.866,10.037,13.902,,,,,,,,,,,,,,,,,,,,,,10.702,10.178,,8.285,9.184,9.714,5.639,13.381,8.793,,6.193,,,,,,,,,,
2013-01-14,5.580,9.778,,10.504,13.836,14.581,,13.248,,5.321,9.050,14.482,,,,,,,,,,,,,,,,,,,,,,10.114,10.085,,7.699,8.658,9.018,5.234,12.027,8.955,,6.178,,,,,,,,,,
2013-01-15,5.462,9.339,,10.191,13.037,13.812,,12.942,,4.464,8.284,14.197,,,,,,,,,,,,,,,,,,,,,,10.447,9.866,,7.291,7.654,8.948,5.161,11.413,8.153,,5.677,,,,,,,,,,
2013-01-16,6.441,9.209,,9.851,13.436,14.530,,14.281,,5.703,9.516,13.558,,,,,,,,,,,,,,,,,,,,,,8.716,8.558,,8.005,8.895,9.053,4.566,12.871,8.424,,5.491,,,,,,,,,,
2013-01-17,5.552,9.396,,9.962,13.423,14.407,,14.297,,5.575,9.783,12.643,,,,,,,,,,,,,,,,,,,,,,8.049,8.036,,8.010,8.635,9.410,5.061,12.476,8.424,,5.504,,,,,,,,,,
2013-01-18,4.890,8.364,,9.659,13.208,13.643,,13.439,,5.017,8.842,11.505,,,,,,,,,,,,,,,,,,,,,,6.444,7.080,,7.098,7.159,9.046,4.489,11.471,8.521,,4.880,,,,,,,,,,
2013-01-19,5.136,9.614,,9.953,13.572,13.848,,12.970,,5.803,8.868,10.722,,,,,,,,,,,,,,,,,,,,,,6.525,6.635,,7.446,7.500,10.105,4.966,12.861,8.563,,5.089,,,,,,,,,,
2013-01-20,6.391,10.224,,11.083,14.855,14.106,,14.318,,6.280,10.188,12.993,,,,,,,,,,,,,,,,,,,,,,7.726,8.590,,8.451,8.392,11.231,5.536,14.114,9.561,,6.094,,,,,,,,,,
2013-01-21,6.973,10.341,,11.169,14.613,15.041,,14.832,,6.874,10.353,13.321,,,,,,,,,,,,,,,,,,,,,,9.117,9.562,,9.265,9.431,11.627,6.011,14.296,9.969,,6.840,,,,,,,,,,
2013-01-22,6.739,9.230,,10.647,14.208,14.653,,13.895,,6.628,9.215,12.985,,,,,,,,,,,,,,,,,,,,,,7.507,8.485,,8.435,8.831,10.394,5.848,12.058,9.271,,6.173,,,,,,,,,,
2013-01-23,4.176,9.211,,9.594,13.062,13.589,,13.212,,4.875,8.650,11.852,,,,,,,,,,,,,,,,,,,,,,6.289,6.156,,6.833,6.571,9.598,4.782,12.235,8.731,,5.367,,,,,,,,,,
2013-01-24,5.496,9.326,,9.891,13.016,13.705,,12.814,,5.430,8.860,13.901,,,,,,,,,,,,,,,,,,,,,,8.941,8.352,,7.513,7.822,8.684,4.843,11.749,7.925,,5.339,,,,,,,,,,
2013-01-25,6.344,8.999,,9.987,13.286,14.220,,13.392,,,8.187,13.583,,,,,,,,,,,,,,,,,,,,,,8.551,8.580,,7.198,7.772,9.070,5.479,12.169,8.549,,5.887,,,,,,,,,,
2013-01-26,5.363,8.851,,9.911,13.752,14.031,,13.745,,,8.805,12.886,,,,,,,,,,,,,,,,,,,,,,6.844,7.269,,7.877,8.282,9.191,4.916,12.055,9.167,,5.405,,,,,,,,,,
2013-01-27,6.256,9.668,,10.414,14.440,14.106,,13.619,,,9.814,12.976,,,,,,,,,,,,,,,,,,,,,,7.227,8.087,,7.543,8.123,10.355,4.982,12.412,8.914,,5.161,,,,,,,,,,
2013-01-28,5.675,9.073,,10.396,13.871,13.929,,13.881,,,11.066,12.299,,,,,,,,,,,,,,,,,,,,,,6.754,7.423,,8.250,8.294,11.004,4.887,12.195,8.506,,4.921,,,,,,,,,,
2013-01-29,6.698,10.009,,11.502,14.492,14.681,,,,,11.020,13.242,,,,,,,,,,,,,,,,,,,,,,8.200,8.941,,9.146,9.484,11.205,5.831,13.834,9.344,,6.063,,,,,,,,,,
2013-01-30,6.589,10.301,,11.307,14.659,14.472,,,,,10.747,13.389,,,,,,,,,,,,,,,,,,,,,,7.611,9.020,,8.955,9.014,11.310,5.701,14.060,9.334,,5.732,,,,,,,,,,
2013-01-31,6.198,9.947,,10.889,14.158,14.513,,,,,10.883,12.802,,,,,,,,,,,,,,,,,,,,,,7.218,7.942,,8.855,9.198,11.258,5.760,14.159,9.503,,5.772,,,,,,,,,,
2013-02-01,6.791,10.336,,10.917,14.037,14.194,,,,,9.377,13.082,,,,,,,,,,,,,,,,,,,,,,8.750,9.038,,8.585,8.936,10.158,5.505,12.680,8.933,,6.132,,,,,,,,,,
2013-02-02,6.379,8.972,,10.553,13.320,13.552,,,,,9.725,12.341,,,,,,,,,,,,,,,,,,,,,,7.882,8.168,,8.146,8.159,9.820,5.274,12.369,8.927,,5.806,,,,,,,,,,
2013-02-03,6.450,8.697,,10.213,13.119,14.128,,,,,9.026,13.155,,,,,,,,,,,,,,,,,,,,,,9.459,9.088,,7.739,8.513,8.821,5.617,12.128,8.241,,6.164,,,,,,,,,,
2013-02-04,5.804,7.325,,8.273,11.276,12.109,,,,,7.835,12.449,,,,,,,,,,,,,,,,,,,,,,7.852,7.815,,6.389,6.756,7.716,4.017,9.784,6.995,,4.435,,,,,,,,,,
2013-02-05,5.633,7.026,,8.005,11.411,11.796,,,,,8.363,12.416,,,,,,,,,,,,,,,,,,,,,,7.220,7.600,,6.689,6.304,8.274,4.206,10.533,7.397,,4.869,,,,,,,,,,
2013-02-06,6.316,8.904,,10.021,13.109,13.290,,,,,9.550,13.224,,,,,,,,,,,,,,,,,,,,,,7.666,8.154,,7.941,7.649,9.269,5.674,11.869,8.755,,5.912,,,,,,,,,,
2013-02-07,6.516,9.002,,10.075,13.071,13.637,,,,,9.208,13.925,,,,,,,,,,,,,,,,,,,,,,8.817,8.820,,7.813,8.150,9.006,5.698,12.025,8.750,,6.020,,,,,,,,,,
2013-02-08,6.447,8.239,,9.073,12.347,12.864,,,,,8.678,13.576,,,,,,,,,,,,,,,,,,,,,,9.191,8.742,,6.977,7.693,8.570,4.570,11.199,7.137,,4.852,,,,,,,,,,
2013-02-09,5.285,5.896,,7.445,11.015,11.750,,,,,7.817,12.114,,,,,,,,,,,,,,,,,,,,,,7.138,7.881,,,6.002,7.313,3.091,10.141,6.346,,3.335,,,,,,,,,,
2013-02-10,5.765,7.326,,8.439,11.939,12.764,,,,,7.909,12.763,,,,,,,,,,,,,,,,,,,,,,8.337,7.992,,,6.607,8.143,4.021,10.946,7.662,,4.506,,,,,,,,,,
2013-02-11,5.989,7.025,,8.489,11.692,12.737,,,,,8.412,13.670,,,,,,,,,,,,,,,,,,,,,,8.276,8.255,,,6.649,8.215,3.955,11.078,6.766,,4.136,,,,,,,,,,
2013-02-12,5.163,6.033,,7.481,10.886,11.554,,,,,7.745,12.366,,,,,,,,,,,,,,,,,,,,,,6.892,7.706,,,5.787,7.354,2.852,10.106,6.491,,3.205,,,,,,,,,,
2013-02-13,5.750,7.027,,8.081,11.204,,,,,,7.747,12.193,,,,,,,,,,,,,,,,,,,,,,7.813,7.711,,,6.453,7.808,4.003,10.654,7.059,,4.287,,,,,,,,,,
2013-02-14,5.439,6.555,,7.998,11.275,,,,,,7.826,11.753,,,,,,,,,,,,,,,,,,,,,,7.457,7.264,,,6.119,7.340,3.518,10.361,6.424,,3.897,,,,,,,,,,
2013-02-15,5.357,8.395,,9.739,13.314,,,,,,8.656,11.819,,,,,,,,,,,,,,,,,,,,,,8.092,7.464,,,7.338,9.031,4.510,12.142,7.954,,4.901,,,,,,,,,,
2013-02-16,4.857,8.232,,9.320,12.522,,,,,,8.554,11.520,,,,,,,,,,,,,,,,,,,,,,6.158,6.809,,,6.379,9.056,4.079,11.040,7.735,,4.102,,,,,,,,,,
2013-02-17,5.593,7.744,,8.944,11.820,,,,,,7.822,12.035,,,,,,,,,,,,,,,,,,,,,,7.458,7.701,,,6.431,7.759,4.264,10.624,7.696,,5.021,,,,,,,,,,
2013-02-18,5.529,7.754,,9.109,12.748,,,,,,8.773,11.945,,,,,,,,,,,,,,,,,,,,,,6.465,7.280,,,,8.696,4.265,11.185,7.585,,4.504,,,,,,,,,,
2013-02-19,5.370,8.095,,9.372,13.041,,,,,5.175,8.855,11.628,,,,,,,,,,,,,,,,,,,,,,6.502,7.157,,,,9.085,4.437,11.240,8.004,,4.358,,,,,,,,,,
2013-02-20,4.949,8.647,,9.668,13.732,,,,,5.137,9.563,11.475,,,,,,,,,,,,,,,,,,,,,,6.200,6.788,,,,10.087,4.390,12.220,8.047,,4.067,,,,,,,,,,
2013-02-21,6.064,9.715,,10.713,14.013,,,,,5.792,10.185,11.948,,,,,,,,,,,,,,,,,,,,,,6.776,7.746,,,,10.326,5.251,11.967,8.546,,4.812,,,,,,,,,,
2013-02-22,5.955,8.741,,10.354,13.435,14.032,,14.088,,5.599,9.715,11.976,,,,,,,,,,,,,,,,,,,,,,6.743,7.679,,,,9.501,5.109,11.752,8.551,,4.859,,,,,,,,,,
2013-02-23,5.418,8.775,,10.351,13.988,13.847,,13.906,,5.332,9.961,11.791,,,,,,,,,,,,,,,,,,,,,,6.679,7.257,,,,9.447,4.828,11.453,8.578,,4.483,,,,,,,,,,
2013-02-24,6.215,9.235,,10.594,13.963,14.038,,14.207,,5.789,9.688,12.629,,,,,,,,,,,,,,,,,,,,,,7.002,7.929,,,,10.289,5.324,12.164,8.597,,5.048,,,,,,,,,,
2013-02-25,6.201,9.331,,10.443,14.056,14.193,,13.901,,6.279,9.533,12.089,,,,,,,,,,,,,,,,,,,,,,7.135,7.934,,,,10.312,5.542,12.387,8.804,,5.754,,,,,,,,,,
2013-02-26,6.174,9.472,,11.073,14.742,14.442,,14.123,,6.041,10.764,12.215,,,,,,,,,,,,,,,,,,,,,,7.254,8.138,,,,10.398,5.570,12.520,9.168,,5.270,,,,,,,,,,
2013-02-27,5.370,9.079,,10.298,14.107,14.063,,13.852,,5.656,10.447,11.999,,,,,,,,,,,,,,,,,,,,,,7.055,7.792,,,,10.317,4.739,11.904,8.899,,4.932,,,,,,,,,,
2013-02-28,5.845,8.856,,9.993,13.793,14.139,,14.059,,5.425,10.237,12.463,,,,,,,,,,,,,,,,,,,,,,6.886,7.976,,,,10.115,4.740,12.301,8.782,,4.823,,,,,,,,,,
2013-03-01,6.005,8.276,,9.909,13.045,13.355,,13.695,,5.931,9.156,12.271,,,,,,,,,,,,,,,,,,,,,,7.309,8.465,,,,8.833,4.596,11.288,8.300,,5.035,,,,,,,,,,
2013-03-02,6.308,9.339,,10.602,13.740,13.815,,13.704,,5.941,9.129,11.936,,,,,,,,,,,,,,,,,,,,,,7.055,7.535,,,,9.911,5.422,11.420,8.984,,5.301,,,,,,,,,,
2013-03-03,6.047,9.456,,11.137,14.460,14.573,,14.708,,5.754,10.768,12.560,,,,,,,,,,,,,,,,,,,,,,7.008,7.722,,,,10.830,5.149,12.287,9.114,,5.453,,,,,,,,,,
2013-03-04,5.403,9.176,,10.820,14.951,15.072,,14.689,,5.413,10.964,12.491,,,,,,,,,,,,,,,,,,,,,,6.617,7.242,,,,10.527,4.478,12.547,8.840,,4.696,,,,,,,,,,
2013-03-05,5.772,9.594,,10.406,14.690,14.818,,14.735,,6.052,11.022,12.515,,,,,,,,,,,,,,,,,,,,,,6.929,8.169,,,,11.103,5.439,13.311,8.859,,5.198,,,,,,,,,,
2013-03-06,6.071,9.503,,10.389,14.391,13.947,,13.940,,5.941,9.620,12.640,,,,,,,,,,,,,,,,,,,,,,7.130,8.212,,,,10.403,4.981,12.553,9.485,,5.778,,,,,,,,,,
2013-03-07,,9.260,,10.295,14.924,15.126,,15.132,,5.940,10.618,12.339,,,,,,,,,,,,,,,,,,,,,,7.580,7.669,,,,10.573,5.098,13.608,9.197,,5.586,,,,,,,,,,
2013-03-08,,10.207,,10.874,15.549,15.549,,15.117,,5.898,11.459,11.888,,,,,,,,,,,,,,,,,,,,,,6.560,7.013,,,,11.528,5.214,14.250,8.855,,4.979,,,,,,,,,,
2013-03-09,,9.857,,10.636,14.211,13.821,,14.081,,6.048,11.153,12.947,,,,,,,,,,,,,,,,,,,,,,7.415,8.580,,,,11.356,5.284,12.653,9.152,,5.326,,,,,,,,,,
2013-03-10,,10.398,,10.124,14.207,13.722,,13.107,,6.145,10.313,12.137,,,,,,,,,,,,,,,,,,,,,,7.929,8.234,,,,11.242,5.929,13.450,9.998,,6.264,,,,,,,,,,
2013-03-11,,9.717,,10.244,14.372,14.847,,14.464,,5.319,9.976,12.243,,,,,,,,,,,,,,,,,,,,,,7.339,7.483,,,,10.583,5.489,12.888,9.273,,6.001,,,,,,,,,,
2013-03-12,,8.963,,9.852,14.114,14.118,,14.024,,4.658,8.265,11.831,,,,,,,,,,,,,,,,,,,,,,6.101,6.082,,,,9.332,4.926,11.947,8.706,,4.892,,,,,,,,,,
2013-03-13,,9.333,,10.274,13.768,13.878,,14.035,,5.962,8.799,12.440,,,,,,,,,,,,,,,,,,,,,,8.089,7.864,,,,9.861,4.768,12.067,9.361,,5.676,,,,,,,,,,
2013-03-14,,9.023,,10.113,13.451,13.866,,14.051,,6.352,9.115,12.419,,,,,,,,,,,,,,,,,,,,,,8.227,8.236,,,,9.187,5.305,11.472,8.916,,5.933,,,,,,,,,,
2013-03-15,6.786,8.866,,9.596,13.269,14.001,,13.484,,,8.407,12.123,,,,,,,,,,,,,,,,,,,,,,7.610,8.079,,,,9.002,4.918,11.231,8.982,,5.786,,,,,,,,,,
2013-03-16,6.379,8.505,,9.604,12.805,13.421,,13.114,,,8.787,12.971,,,,,,,,,,,,,,,,,,,,,,8.256,8.758,,,,9.043,4.621,11.581,8.320,,5.445,,,,,,,,,,
2013-03-17,5.744,9.240,,9.732,12.998,12.873,,13.001,,,8.507,13.102,,,,,,,,,,,,,,,,,,,,,,8.080,9.152,,,,8.934,4.752,11.544,8.123,,5.550,,,,,,,,,,
2013-03-18,5.661,7.926,,8.499,11.991,12.379,,13.129,,,8.768,13.077,,,,,,,,,,,,,,,,,,,,,,7.949,8.624,,,,8.679,4.835,11.070,7.902,,5.207,,,,,,,,,,
2013-03-19,5.988,8.749,,9.189,12.915,13.217,,14.246,,,9.171,12.850,,,,,,,,,,,,,,,,,,,,,,8.183,8.063,,,,9.523,5.399,12.539,8.506,,5.902,,,,,,,,,,
2013-03-20,6.879,8.761,,9.520,13.096,13.801,,14.357,,,9.021,14.089,,,,,,,,,,,,,,,,,,,,,,9.514,9.386,,,,9.436,5.335,12.609,8.076,,5.662,,,,,,,,,,
2013-03-21,6.219,7.078,,8.465,11.579,12.063,,12.673,,,8.261,12.929,,,,,,,,,,,,,,,,,,,,,,7.739,8.188,,,,8.399,4.370,10.561,7.368,,4.816,,,,,,,,,,
2013-03-22,5.579,8.629,,9.046,12.607,12.952,,13.058,,,8.825,13.482,,,,,,,,,,,,,,,,,,,,,,8.398,8.459,,,,9.163,4.737,11.278,7.938,,5.121,,,,,,,,,,
2013-03-23,6.093,9.932,,10.408,13.891,13.685,,13.843,,,10.037,13.396,,,,,,,,,,,,,,,,,,,,,,7.641,8.217,,,,10.531,5.534,12.885,9.160,,6.190,,,,,,,,,,
2013-03-24,6.891,9.646,,10.087,13.486,13.849,,14.074,,,9.467,14.371,,,,,,,,,,,,,,,,,,,,,,9.200,9.040,,,,9.656,5.803,12.748,9.080,,6.322,,,,,,,,,,
2013-03-25,7.373,9.440,,10.481,14.135,14.780,,14.626,,,9.934,14.028,,,,,,,,,,,,,,,,,,,,,,10.509,10.074,,,,9.856,5.390,13.327,9.137,,6.211,,,,,,,,,,
2013-03-26,6.495,8.818,,9.894,13.642,13.309,,13.556,,,9.580,12.660,,,,,,,,,,,,,,,,,,,,,,8.215,8.512,,,,9.500,5.120,11.551,8.852,,5.634,,,,,,,,,,
2013-03-27,6.050,,,9.644,13.938,13.682,,14.258,,6.027,9.548,13.439,,,,,,,,,,,,,,,,,,,,,,8.540,8.475,,,,9.386,4.773,12.568,8.938,,5.670,,,,,,,,,,
2013-03-28,5.664,,,9.284,13.889,13.909,,14.839,,5.295,9.570,11.803,,,,,,,,,,,,,,,,,,,,,,6.377,6.954,,,,9.545,4.742,12.833,8.524,,5.340,,,,,,,,,,
2013-03-29,6.317,,,10.370,14.318,14.049,,14.535,,6.254,9.211,12.493,,,,,,,,,,,,,,,,,,,,,,8.157,8.431,,,,9.966,5.216,12.580,9.162,,5.979,,,,,,,,,,
2013-03-30,6.320,,,10.663,14.544,14.274,,14.033,,6.058,9.855,12.947,,,,,,,,,,,,,,,,,,,,,,7.391,8.264,,,,10.863,5.321,12.845,8.565,,5.173,,,,,,,,,,
2013-03-31,6.638,,,10.887,15.155,14.416,,14.172,,6.302,10.946,12.742,,,,,,,,,,,,,,,,,,,,,,7.582,8.567,,,,11.199,5.403,12.808,9.070,,5.749,,,,,,,,,,
2013-04-01,6.146,,,10.757,14.686,14.856,,13.898,,6.124,10.428,12.353,,,,,,,,,,,,,,,,,,,,,,7.511,7.910,,,,10.535,5.335,12.523,9.154,,5.180,,,,,,,,,,
2013-04-02,5.252,,,9.480,12.475,13.190,,13.156,,5.536,9.074,12.207,,,,,,,,,,,,,,,,,,,,,,7.282,8.072,,,,9.165,4.578,10.863,8.330,,4.880,,,,,,,,,,
2013-04-03,6.158,,,10.093,13.780,13.990,,14.796,,6.188,10.350,12.997,,,,,,,,,,,,,,,,,,,,,,7.728,8.326,,,,10.729,5.303,12.187,8.502,,5.369,,,,,,,,,,
2013-04-04,4.724,,,9.595,13.140,,,12.798,,4.749,8.710,11.596,,,,,,,,,,,,,,,,,,,,,,6.732,6.303,,,,9.294,4.460,11.278,8.596,,4.922,,,,,,,,,,
2013-04-05,5.662,,,10.618,13.758,,,13.614,,5.289,8.728,12.148,,,,,,,,,,,,,,,,,,,,,,7.827,7.724,,,,9.779,5.393,12.141,9.045,,5.904,,,,,,,,,,
2013-04-06,5.969,,,10.620,,,,14.225,,6.113,9.407,13.042,,,,,,,,,,,,,,,,,,,,,,7.829,8.178,,,,10.304,5.547,12.966,9.194,,6.181,,,,,,,,,,
2013-04-07,5.614,,,10.249,,,,13.815,,5.590,10.131,11.989,,,,,,,,,,,,,,,,,,,,,,6.800,7.440,,,,10.693,4.704,12.656,8.432,,4.787,,,,,,,,,,
2013-04-08,5.810,,,10.324,,,,13.901,,6.274,10.521,12.376,,,,,,,,,,,,,,,,,,,,,,6.847,7.986,,,,10.875,5.385,12.746,8.369,,5.226,,,,,,,,,,
2013-04-09,5.062,,,10.347,,,,13.926,,5.399,9.172,12.253,,,,,,,,,,,,,,,,,,,,,,6.453,7.596,,,,9.849,4.900,12.304,8.525,,5.012,,,,,,,,,,
2013-04-10,4.900,,,10.330,,,,13.963,,6.197,8.937,11.070,,,,,,,,,,,,,,,,,,,,,,6.538,6.624,,,,9.818,5.758,12.246,8.963,,5.615,,,,,,,,,,
2013-04-11,6.316,,,10.423,,,,14.267,,5.712,9.969,13.564,,,,,,,,,,,,,,,,,,,,,,8.859,8.802,,,,10.036,6.450,12.612,9.682,,6.802,,,,,,,,,,
2013-04-12,,,,11.242,,,,,,6.646,11.181,13.442,,,,,,,,,,,,,,,,,,,,,,7.969,8.776,,,,11.600,6.157,14.426,9.804,,6.233,,,,,,,,,,
2013-04-13,,,,10.879,,,,,,6.399,11.248,12.906,,,,,,,,,,,,,,,,,,,,,,7.234,7.704,,,,11.257,5.608,14.133,9.473,,6.012,,,,,,,,,,
